inputs	outputs	result
0011001	{'0011001': 100}	PASS
1100111	{'1100111': 100}	PASS
1101000	{'1101000': 100}	PASS
1011110	{'0011110': 100}	uof
0100010	{'0100010': 100}	PASS
1111011	{'0111011': 100}	uof
0110100	{'0110100': 100}	PASS
1010000	{'1010000': 100}	PASS
0101101	{'0101101': 100}	PASS
0000001	{'0000001': 100}	PASS
0011111	{'1011111': 100}	uof
0000010	{'0000010': 100}	PASS
1010111	{'1010111': 100}	PASS
0001110	{'1001110': 100}	uof
1000101	{'1000101': 100}	PASS
