inputs	outputs	result
110100110	{'0110': 41, '0100': 159}	uof
001011011	{'1110': 59, '0011': 141}	PASS
011000000	{'0111': 58, '0001': 142}	PASS
101111101	{'1111': 43, '1100': 157}	PASS
000101000	{'0010': 50, '0101': 150}	PASS
000000111	{'0100': 46, '0001': 154}	PASS
110010011	{'1010': 50, '1101': 150}	PASS
011011000	{'1101': 144, '0111': 56}	PASS
