inputs	outputs	result
0000111	{'0000111': 100}	PASS
1111010	{'1111010': 100}	PASS
0101100	{'0101100': 100}	PASS
0010000	{'0010000': 100}	PASS
1110110	{'1111110': 100}	uof
1001000	{'1001000': 100}	PASS
0011110	{'0011110': 100}	PASS
1100001	{'1100001': 100}	PASS
0101011	{'0101011': 100}	PASS
1011111	{'1011111': 100}	PASS
0110101	{'0110101': 100}	PASS
1010011	{'1010011': 100}	PASS
1000110	{'1000110': 100}	PASS
1011101	{'1011101': 100}	PASS
